,service,flag,src_bytes,dst_bytes,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,Label
104482,24,5,0,0,255,1,1,0.08,0.05,21,0.08,0.05,1,1,0
67034,23,5,0,0,129,1,1,0.15,0.07,20,0.08,0.07,1,1,0
120034,54,9,2938,386,1,0,0,1,0,121,0.47,0.02,0.47,0.5,4
20245,24,9,294,454,25,0,0,1,0,255,1,0,0,0,4
12969,49,5,0,0,276,1,1,0.06,0.06,17,0.07,0.07,1,1,0
106493,24,9,316,763,11,0,0,1,0,255,1,0,0,0,4
24921,4,5,0,0,258,1,1,0,0.07,1,0,0.09,1,1,0
121196,24,9,317,7524,23,0,0,1,0,255,1,0,0,0,4
113187,6,5,0,0,117,1,1,0.14,0.06,16,0.06,0.05,1,1,0
92845,18,9,6,0,35,0,0,0.06,0.06,6,0.02,0.06,0,0,1
25159,24,9,299,392,9,0,0,1,0,255,1,0,0,0,4
125195,60,5,0,0,240,1,1,0.08,0.06,18,0.07,0.06,1,1,0
116764,14,9,8,0,1,0,0,1,0,14,1,0,0,0,1
36993,24,9,332,3395,8,0,0,1,0,255,1,0,0,0,4
121435,14,9,8,0,1,0,0,1,0,74,1,0,0,0,1
28241,24,9,329,6345,4,0,0,1,0,255,1,0,0,0,4
34556,44,9,516,4,133,0,0,1,0,133,1,0,0,0,4
2045,52,5,0,0,216,1,1,0.09,0.06,20,0.08,0.05,1,1,0
84160,24,9,223,642,35,0,0,1,0,255,1,0,0,0,4
3195,49,5,0,0,244,1,1,0.01,0.06,8,0.03,0.06,1,1,0
107754,14,9,8,0,1,0,0,1,0,28,1,0,0,0,1
64081,49,4,1,0,2,0,0,1,0,2,0.01,0.24,0,0,1
56849,29,5,0,0,258,1,1,0.05,0.06,14,0.05,0.06,1,1,0
45096,24,9,297,63203,6,0,0,1,0,255,1,0,0.02,0,4
32064,49,9,1,0,18,0,0,0.11,0.17,2,0.01,0.83,0.03,0,1
79551,24,9,331,3932,1,0,0,1,0,255,1,0,0,0,4
88758,24,9,218,1752,9,0,0,1,0,255,1,0,0,0,4
93645,24,9,338,336,3,0,0,1,0,255,1,0,0,0,4
30211,12,9,46,85,143,0,0,1,0,255,1,0,0,0,4
69822,24,9,278,1074,2,0,0,1,0,255,1,0,0,0,4
88285,24,9,222,1461,3,0,0,1,0,255,1,0,0,0,4
119366,49,5,0,0,192,1,1,0.06,0.07,20,0.08,0.06,1,1,0
123776,49,5,0,0,257,1,1,0.03,0.05,8,0.03,0.06,1,1,0
79096,11,1,0,0,263,0,0,0.01,0.06,3,0.01,0.07,0,0,0
11619,69,5,0,0,148,1,1,0.08,0.07,12,0.05,0.07,1,1,0
61290,54,9,1303,331,1,0,0,1,0,129,0.45,0.03,0,0,4
118019,49,1,0,0,64,0.02,0,0.02,1,1,0,0.28,0,0,1
92900,24,9,286,687,2,0,0,1,0,255,1,0,0,0,4
103992,24,9,271,389,2,0,0,1,0,255,1,0,0,0,4
29668,24,9,319,2991,11,0,0,1,0,255,1,0,0,0,4
68809,18,5,0,0,47,1,1,0.36,0.06,70,0.27,0.02,1,1,0
25746,49,5,0,0,111,0.99,1,0.14,0.07,15,0.06,0.06,1,1,0
36051,49,5,0,0,104,1,1,0.08,0.07,20,0.08,0.07,1,1,0
104638,38,5,0,0,83,1,1,0.04,0.06,17,0.07,0.07,1,1,0
70216,60,5,0,0,54,0.98,1,0.33,0.07,7,0.03,0.07,1,1,0
64203,24,9,208,2531,9,0,0,1,0,59,1,0,0,0,4
122571,49,9,105,146,7,0,0,0.14,0.29,94,0.9,0.03,0,0,4
4340,49,1,0,0,1,0,0,1,0,1,0,0.54,0.04,0,1
102590,20,9,12,0,1,0,0,1,0,30,0.16,0.03,0,0,4
24753,16,5,0,0,128,1,1,0.16,0.05,20,0.08,0.07,1,1,0
113528,24,9,54540,8314,2,0,0,1,0,44,1,0,0.02,0.02,0
102310,24,9,220,1241,14,0,0,1,0,255,1,0,0,0,4
56053,67,5,0,0,135,1,1,0.09,0.04,12,0.05,0.05,1,1,0
95956,66,5,0,0,139,1,1,0.06,0.06,9,0.04,0.07,1,1,0
19431,20,9,501760,0,2,0,0,1,0,48,0.2,0.02,0,0,4
122584,49,5,0,0,30,1,1,0.1,0.1,18,0.07,0.07,1,1,0
26517,24,9,161,688,11,0,0,1,0,255,1,0,0,0,4
105261,16,5,0,0,139,1,1,0.01,0.06,4,0.02,0.06,1,1,0
94038,20,9,334,0,2,0,0,1,0,8,1,0,0,0,2
72349,24,9,300,2170,1,0,0,1,0,41,1,0,0,0,4
96930,19,5,0,0,240,1,1,0.02,0.07,5,0.02,0.07,1,1,0
85563,24,9,228,900,7,0,0,1,0,255,1,0,0,0,4
23244,24,9,200,1128,17,0,0,1,0,255,1,0,0,0,4
1415,42,2,0,0,173,0,0,0.03,0.07,5,0.02,0.07,0,0,0
89200,49,5,0,0,163,1,1,0.02,0.06,3,0.01,0.06,1,1,0
109036,12,9,127,44,283,0,0,1,0.01,139,0.81,0.01,0,0,4
55496,12,9,45,131,17,0,0,1,0,148,0.71,0.01,0,0,4
89979,69,5,0,0,287,1,1,0.07,0.06,20,0.08,0.07,1,1,0
1604,24,9,326,276,2,0,0,1,0,237,0.93,0.01,0,0,4
83052,49,9,1,0,14,0,0,0.14,0.29,2,0.01,0.48,0,0,1
103018,20,9,748,0,1,0,0,1,0,54,0.16,0.06,0.01,0.02,4
9173,49,4,1,0,1,0,0,1,0,1,0,0.74,0,0,1
86265,54,9,1031,337,1,0,0,1,0,35,0.38,0.05,0,0,4
22613,20,9,245,0,2,0,0,1,0,44,0.08,0.05,0,0,4
28693,49,9,105,147,2,0,0,1,0,225,0.88,0.01,0,0,4
91848,19,9,1232,2449,1,0,0,1,0,32,0.16,0.02,0,0,2
79261,49,9,1,0,63,0,0,0.27,0.08,40,0.16,0.22,0,0,1
49955,20,9,334,0,2,0,0,1,0,13,1,0,0,0,2
6368,49,5,0,0,218,1,1,0.06,0.06,10,0.04,0.08,1,1,0
107837,14,9,18,0,1,0,0,1,0,245,1,0,0,0,1
2345,24,9,258,1270,27,0.04,0.04,1,0,255,1,0,0,0,4
76217,54,9,794,387,1,0,0,1,0,37,0.15,0.06,0.69,0,4
109428,32,5,0,0,234,1,1,0.03,0.06,6,0.02,0.06,1,1,0
37978,59,5,0,0,142,1,1,0.04,0.07,5,0.02,0.07,1,1,0
32639,24,9,301,4556,1,0,0,1,0,255,1,0,0,0,4
11727,54,9,1029,326,1,0,0,1,0,136,0.65,0.03,0,0,4
94482,24,1,0,0,1,0,0,1,0,251,1,0,0,0,4
55309,24,9,210,2593,3,0,0,1,0,255,1,0,0,0,4
27442,33,5,0,0,276,1,1,0.03,0.07,9,0.04,0.07,1,1,0
90164,20,9,12324,0,2,0,0,1,0,117,0.41,0.03,0,0,4
5011,49,5,0,0,238,1,1,0.02,0.06,6,0.02,0.08,1,1,0
60665,20,9,965,0,11,0,0,1,0,72,0.28,0.02,0.67,0.64,4
51912,49,5,0,0,239,1,1,0.06,0.06,6,0.02,0.06,1,1,0
39476,49,5,0,0,113,1,1,0.03,0.06,18,0.07,0.06,1,1,0
102452,21,5,0,0,232,1,1,0.04,0.06,10,0.04,0.06,1,1,0
3636,24,9,317,515,3,0,0,1,0,255,1,0,0,0,4
22243,54,9,129,237,1,0,0,1,0,12,0.11,0.63,0,0,4
23664,54,9,659,336,1,0,0,1,0,101,0.34,0.02,0,0,4
6571,12,9,44,116,214,0,0,1,0,171,0.67,0.01,0,0,4
69275,49,5,0,0,253,1,1,0.06,0.06,13,0.05,0.08,1,1,0
83295,49,1,0,0,61,0,0,0.02,1,1,0.01,0.39,0,0,1
107839,5,5,0,0,213,1,1,0.1,0.06,22,0.09,0.06,1,1,0
29784,16,5,0,0,101,1,1,0.13,0.06,13,0.05,0.07,1,1,0
29364,24,9,210,648,16,0,0,1,0,255,1,0,0,0,4
119585,54,9,3056,325,1,0,0,1,0,161,0.68,0.02,0,0.01,4
17735,24,9,328,10713,1,0,0,1,0,255,1,0,0,0,4
113239,54,9,994,330,1,0,0,1,0,133,0.55,0.02,0,0,4
9763,24,9,214,5196,42,0,0,1,0,255,1,0,0,0,4
112032,14,9,8,0,1,0,0,1,0,254,0.67,0.67,0.33,0,1
86805,21,5,0,0,221,1,1,0,0.06,1,0,0.06,1,1,0
14048,19,5,0,0,49,1,1,0.1,0.12,5,0.02,0.09,1,1,0
79410,44,9,146,105,1,0,0,1,0,1,0,0.67,0,0,4
124853,49,5,0,0,101,1,1,0.01,0.07,1,1,0,1,1,0
23072,24,9,321,2335,16,0,0,1,0,255,1,0,0,0,4
102607,24,9,189,249,5,0,0,1,0,255,1,0,0,0,4
105604,24,9,309,1823,29,0,0,1,0,255,1,0,0,0,4
62014,49,5,0,0,269,1,1,0.04,0.06,17,0.07,0.07,1,1,0
123270,28,5,0,0,204,1,1,0.03,0.06,13,0.05,0.08,1,1,0
56572,60,9,108,2708,2,0,0,0.5,1,2,0.01,0.04,0,0,4
106347,24,9,217,1061,4,0,0,1,0,255,1,0,0,0,4
12924,24,9,327,1817,13,0,0,1,0,255,1,0,0,0,4
33348,24,9,311,2283,29,0,0,1,0,255,1,0,0,0,4
20101,58,5,0,0,249,1,1,0,0.06,1,0,0.07,1,1,0
36576,49,9,105,145,1,0,0,1,0,98,0.96,0.03,0,0,4
89366,49,5,0,0,283,1,1,0.05,0.06,14,0.05,0.08,1,1,0
21325,24,9,213,1615,4,0,0,1,0,255,1,0,0,0,4
17617,24,9,203,11262,6,0,0,1,0,255,1,0,0,0,4
22673,24,9,161,6684,10,0,0,1,0,255,1,0,0,0,4
73637,24,9,222,316,1,0,0,1,0,255,1,0,0,0,4
112489,24,9,235,9146,1,0,0,1,0,255,1,0,0,0,4
44294,49,4,0,0,1,0,0,1,0,1,0.01,0.39,0,0,1
125726,24,6,282,1828,7,0.29,0.08,1,0,255,1,0,0.02,0.01,4
6848,24,9,219,2963,3,0,0,1,0,255,1,0,0,0,4
33811,24,9,169,31950,1,0,0,1,0,255,1,0,0,0,4
83694,40,5,0,0,286,1,1,0.08,0.05,24,0.09,0.05,1,1,0
68157,24,9,281,11580,24,0,0,1,0,255,1,0,0,0,4
84289,24,9,238,7529,1,0,0,1,0,255,1,0,0,0,4
76979,23,5,0,0,208,1,1,0.08,0.07,16,0.06,0.08,1,1,0
69925,24,9,292,33359,9,0,0,1,0,255,1,0,0,0,4
9932,28,1,0,0,128,0,0,0.07,0.06,9,0.04,0.08,0,0,0
51592,44,9,5319,0,10,0,0,0.1,0.9,1,0.01,0.09,0,0,4
38132,41,5,0,0,149,1,1,0.06,0.05,1,0,0.08,1,1,0
22661,24,9,205,649,9,0,0,1,0,255,1,0,0.01,0.01,4
107080,12,9,44,127,76,0,0,1,0,254,1,0.01,0,0,4
106900,1,9,13904636,626184,1,0,0,1,0,1,0.03,0.16,0,0,4
94836,24,9,200,313,33,0,0,1,0,255,1,0,0,0,4
105297,44,9,145,105,4,0,0,0.5,0.5,2,0.01,0.64,0,0,4
40013,24,9,222,944,3,0,0,1,0,255,1,0,0,0,4
114725,24,9,168,38544,1,0,0,1,0,255,1,0,0.01,0.01,4
105651,54,9,2292,399,1,0,0,1,0,151,0.4,0.02,0,0,4
73178,60,9,119,8785,2,0,0,0.5,1,1,0.01,0.03,0.01,0,4
87745,14,9,8,0,1,0,0,1,0,190,1,0,0,0,1
20576,24,5,0,0,22,1,1,0.32,0.14,62,0.24,0.02,1,1,0
38430,24,9,287,3505,12,0,0,1,0,255,1,0,0,0,4
114061,31,1,0,0,143,0,0,0.13,0.06,19,0.07,0.05,0,0,0
104888,24,9,169,13635,4,0,0,1,0,255,1,0,0.01,0,4
55336,12,9,43,107,1,0,0,1,0,236,0.93,0.01,0,0,4
95792,12,9,43,136,80,0,0,1,0,163,0.84,0.01,0,0,4
51097,49,4,1,0,2,0,0,1,0,2,0.01,0.62,0,0,1
10772,44,4,1,0,2,0,0,1,0,2,0.01,0.68,0,0,1
124564,24,9,321,575,10,0,0,1,0,255,1,0,0,0,4
123191,49,1,0,0,124,0,0,0.08,0.06,6,0.02,0.06,0,0,0
85431,12,9,100,0,2,0,0,0.5,1,36,1,0,0,0,4
49195,24,9,337,1133,12,0,0,1,0,255,1,0,0,0,4
101911,54,9,3697,330,1,0,0,1,0,96,0.84,0.04,0,0,4
37079,8,5,0,0,112,1,1,0.04,0.06,4,0.02,0.06,1,1,0
43337,31,5,0,0,18,1,1,0.11,0.17,2,0.01,0.07,1,1,0
92786,49,5,0,0,131,1,1,0.15,0.05,9,0.04,0.07,1,1,0
125511,20,9,9178,0,11,0,0,1,0,125,0.94,0.11,0,0.01,4
70722,32,5,0,0,150,1,1,0.12,0.05,3,0.01,0.06,1,1,0
52375,24,9,305,216,28,0,0,1,0,255,1,0,0,0,4
86414,24,9,289,10862,7,0,0,1,0,255,1,0,0,0,4
89240,11,5,0,0,28,1,1,0.46,0.11,19,0.07,0.07,1,1,0
55523,68,5,0,0,264,1,1,0.01,0.06,16,0.06,0.06,1,1,0
45390,24,9,229,639,32,0,0,1,0,255,1,0,0,0,4
70854,12,9,45,74,279,0,0,1,0,254,1,0.01,0,0,4
5335,20,9,19,0,2,0,0,1,0,57,0.86,0.29,0,0,4
116050,24,9,318,512,14,0,0,1,0,255,1,0,0,0,4
23757,24,9,180,1977,1,0,0,1,0,244,0.96,0.02,0,0,4
74428,41,5,0,0,104,1,1,0.04,0.09,4,0.02,0.06,1,1,0
105202,54,9,815,478,1,0,0,1,0,40,0.16,0.02,0,0,4
74440,49,5,0,0,201,1,1,0,0.06,6,0.02,0.06,1,1,0
113151,24,9,353,1481,11,0,0,1,0,255,1,0,0,0,4
93769,54,9,1189,334,1,0,0,1,0,118,0.84,0.13,0,0,4
35523,54,9,1355,326,1,0,0,1,0,183,0.79,0.04,0,0,4
47802,49,0,0,0,1,0,0,1,0,1,0.01,0.73,0.03,0,1
4202,49,9,1,0,12,0,0,0.83,0.25,10,0.04,0.33,0,0,1
34007,2,5,0,0,287,1,1,0.05,0.06,8,0.03,0.07,1,1,0
40898,54,9,719,482,1,0,0,1,0,31,0.13,0.02,0,0,4
29057,69,5,0,0,254,1,1,0.01,0.07,2,0.01,0.08,1,1,0
62050,20,9,6062,0,12,0,0,1,0,59,0.33,0.03,0,0,4
71598,24,9,217,768,37,0,0,1,0,255,1,0,0,0,4
86875,49,5,0,0,134,1,1,0.1,0.05,20,0.08,0.06,1,1,0
80741,44,9,35195,0,16,0.06,0,0.06,0.38,1,0.01,0.05,0.01,0,4
50910,15,9,1032,0,510,0,0,1,0,215,0.84,0.1,0,0,0
105588,67,5,0,0,239,1,1,0.08,0.06,18,0.07,0.07,1,1,0
98008,24,9,291,12334,7,0,0,1,0,255,1,0,0,0,4
87818,54,9,777,324,1,0,0,1,0,142,0.52,0.02,0,0,4
79891,24,9,289,11002,19,0,0,1,0,255,1,0,0.01,0,4
60266,24,9,185,1654,23,0,0,1,0,255,1,0,0,0,4
44292,20,9,334,0,2,0,0,1,0,47,1,0,0,0,2
120164,49,5,0,0,286,1,1,0.07,0.06,12,0.05,0.07,1,1,0
58108,14,9,8,0,1,0,0,1,0,118,1,0,0,0,1
74504,24,9,314,9284,12,0,0,1,0,255,1,0,0,0,4
40449,24,1,0,0,251,0,0,0.02,0.07,5,0.02,0.07,0,0,0
12776,15,9,1032,0,511,0,0,1,0,15,0.14,0.06,0.02,0,0
22702,24,9,320,2367,5,0,0,1,0,255,1,0,0,0,4
105673,24,9,331,5738,1,0,0,1,0,186,1,0,0,0,4
76925,49,9,105,146,1,0,0,1,0,56,0.84,0.03,0,0,4
70047,15,9,1032,0,511,0,0,1,0,38,0.21,0.02,0,0,0
9571,12,9,46,79,191,0,0,0.99,0.01,254,1,0.01,0,0,4
88745,24,9,235,2332,1,0,0,1,0,255,1,0,0,0,4
54501,49,5,0,0,264,1,1,0.06,0.06,2,0.01,0.07,1,1,0
44512,49,5,0,0,170,1,1,0.01,0.06,11,0.04,0.08,1,1,0
3042,24,9,309,32099,8,0,0,1,0,255,1,0,0,0,4
67530,6,5,0,0,115,1,1,0.06,0.06,7,0.03,0.05,1,1,0
64065,44,9,147,105,1,0,0,1,0,1,0,0.63,0,0,4
91342,24,9,223,9124,3,0,0,1,0,255,1,0,0,0,4
63888,24,9,360,1025,11,0,0,1,0,255,1,0,0,0,4
16818,49,5,0,0,226,1,1,0.07,0.06,6,0.02,0.08,1,1,0
74967,49,5,0,0,250,1,1,0.05,0.05,13,0.12,0.09,0.87,1,0
91503,12,9,44,126,76,0,0,1,0,254,1,0.01,0,0,4
70950,24,9,209,2030,3,0,0,1,0,255,1,0,0,0.01,4
117753,26,5,0,0,254,1,1,0.05,0.06,12,0.05,0.07,1,1,0
35153,49,5,0,0,297,1,1,0.04,0.06,16,0.06,0.07,1,1,0
105422,23,1,0,0,247,0,0,0.01,0.07,2,0.01,0.08,0,0,0
36834,24,9,242,265,8,0,0.03,1,0,189,0.94,0.01,0,0,4
94923,18,5,0,0,32,1,1,0.53,0.06,74,0.29,0.02,1,1,0
81049,11,5,0,0,97,1,1,0.07,0.06,6,0.02,0.08,1,1,0
6256,24,9,211,2156,3,0,0,1,0,255,1,0,0,0,4
18017,12,9,44,130,80,0,0,0.99,0.03,242,0.95,0.01,0,0,4
34081,65,9,78,0,18,0,0,0.33,0.11,14,0.05,0.01,0,0,4
81584,24,9,294,2669,3,0,0,1,0,255,1,0,0,0,4
84204,12,9,44,128,79,0,0,1,0,254,1,0.01,0,0,4
37255,24,9,185,5498,1,0,0,1,0,136,1,0,0,0,4
8572,40,1,0,0,234,0,0,0,0.07,1,0,0.07,0,0,0
50952,20,9,194,0,2,0,0,1,0,9,0.2,0.14,0,0,4
90297,24,9,204,7156,19,0,0,1,0,255,1,0,0,0,4
101234,8,5,0,0,106,1,1,0.16,0.06,10,0.04,0.07,1,1,0
10802,49,5,0,0,192,1,1,0.12,0.05,24,0.09,0.05,1,1,0
111276,49,9,1,0,38,0,0,0.13,0.11,5,0.02,0.23,0,0,1
12089,49,4,0,0,1,0,0,1,0,1,0,0.26,0,0,1
110718,26,5,0,0,136,1,1,0.02,0.06,3,0.01,0.06,1,1,0
39687,20,9,334,0,1,0,0,1,0,45,1,0,0,0,2
38757,12,9,44,79,110,0,0,1,0,254,1,0.01,0,0,4
78051,49,5,0,0,290,1,1,0,0.06,1,0,0.07,1,1,0
33888,24,9,200,2345,7,0,0,1,0,255,1,0,0,0,4
34140,24,9,322,4137,18,0,0,1,0,255,1,0,0,0,4
46809,40,1,0,0,213,0,0,0.03,0.07,7,0.03,0.08,0,0,0
122078,24,1,0,0,1,0,0,1,0,253,1,0,0,0,4
110348,24,9,307,592,6,0,0,1,0,255,1,0,0,0,4
120372,12,9,42,42,11,0,0,1,0,193,0.97,0.02,0,0,4
64457,24,9,224,3694,27,0,0,1,0,255,1,0,0,0,4
81190,12,9,44,136,191,0,0,0.99,0.01,154,0.8,0.02,0,0,4
113284,24,9,305,2239,5,0,0,1,0,255,1,0,0,0,4
98754,24,9,223,1415,10,0,0,1,0,255,1,0,0,0,4
31085,54,9,1110,334,2,0,0,1,0,151,0.57,0.02,0,0,4
1967,66,5,0,0,134,1,1,0.03,0.06,4,0.02,0.07,1,1,0
12607,15,9,520,0,476,0,0,1,0,86,1,0,0,0,0
91892,24,9,322,273,1,0,0,1,0,247,0.97,0.01,0,0,4
57753,12,9,36,101,2,0,0,1,0,235,0.92,0.01,0,0,4
86483,24,9,292,1745,12,0,0,1,0,255,1,0,0,0,4
33785,24,9,369,370,7,0,0,1,0,255,1,0,0,0,4
68378,49,9,1,0,36,0,0,0.33,0.11,68,0.27,0.17,0,0,1
63709,66,5,0,0,74,1,1,0.31,0.05,23,0.09,0.04,1,1,0
95978,20,9,641,0,2,0,0,1,0,100,0.41,0.03,0,0,4
21968,21,5,0,0,141,1,1,0.11,0.06,16,0.06,0.07,1,1,0
40709,60,5,0,0,58,1,1,0.19,0.07,53,0.21,0.03,1,1,0
77161,24,9,289,2321,1,0,0,1,0,255,1,0,0,0,4
28482,24,9,237,743,7,0,0,1,0,255,1,0,0,0,4
108412,24,9,335,600,11,0,0,1,0,231,1,0,0,0,4
73977,24,9,373,753,10,0,0,1,0,255,1,0,0,0,4
4863,65,9,78,0,16,0,0,0.44,0.12,7,0.03,0.01,0,0,4
16364,24,9,316,21778,5,0,0,1,0,255,1,0,0,0.01,4
101632,19,5,0,0,235,1,1,0.02,0.06,5,0.02,0.06,1,1,0
76619,63,9,0,4,1,0,0,1,0,6,1,0,0,0,4
93689,49,9,105,146,1,0,0,1,0,28,0.85,0.06,0,0,4
52612,69,5,0,0,141,1,1,0.09,0.06,10,0.04,0.06,1,1,0
73370,49,5,0,0,66,1,1,0.15,0.09,10,0.04,0.08,1,1,0
11846,12,9,42,133,79,0,0,1,0,195,0.76,0.02,0,0,4
29918,20,9,6853,0,1,0,0,1,0,19,0.16,0.06,0,0,4
40943,44,4,1,0,2,0,0,1,0,2,0.01,0.74,0,0,1
11096,49,5,0,0,209,1,1,0.09,0.06,14,0.05,0.06,1,1,0
118763,38,5,0,0,86,1,1,0.07,0.06,3,0.01,0.07,1,1,0
58269,54,9,1315,365,1,0,0,1,0,170,0.72,0.04,0,0,4
64225,8,5,0,0,224,1,1,0.11,0.06,25,0.1,0.06,1,1,0
117643,4,1,0,0,1,0,0,1,0,2,0.01,0.06,0.68,0,4
80541,24,9,267,261,12,0,0,1,0,255,1,0,0,0,4
45517,21,5,0,0,285,1,1,0.08,0.05,23,0.09,0.05,1,1,0
42368,49,5,0,0,150,1,1,0.17,0.05,1,0,0.06,1,1,0
123064,24,9,166,6408,1,0,0,1,0,255,1,0,0,0,4
90418,16,5,0,0,133,1,1,0.14,0.05,19,0.07,0.05,1,1,0
105859,12,9,44,71,134,0,0,1,0,254,1,0.01,0,0,4
38547,14,9,8,0,1,0,0,1,0,53,1,0,0,0,1
26478,14,9,30,0,2,0,0,1,0,226,1,0,0,0,4
22560,12,9,49,115,1,0,0,1,0,234,0.92,0.02,0,0,4
30973,24,9,350,3874,12,0,0,1,0,248,1,0,0,0,4
85133,24,9,242,4859,35,0,0,1,0,255,1,0,0,0,4
54998,9,5,0,0,274,1,1,0.05,0.07,15,0.06,0.07,1,1,0
4975,24,9,213,2431,2,0,0,1,0,255,1,0,0,0.01,4
19729,14,9,8,0,1,0,0,1,0,254,0.8,0.4,0.2,0,1
8634,24,9,266,2424,1,0,0,1,0,235,0.92,0.02,0,0,4
80162,44,9,1,0,6,0,0,0.17,0.5,1,0,0.24,0,0,1
18049,24,9,226,1151,12,0,0,1,0,255,1,0,0,0,4
96264,57,2,0,0,299,0,0,0.06,0.06,19,0.07,0.06,0,0,0
124211,49,1,0,0,123,0,0,0.08,0.07,10,0.04,0.06,0,0,0
116923,20,4,0,0,1,0,0,1,0,71,0.46,0.32,0.09,0,1
33063,24,9,247,5531,21,0,0,1,0,255,1,0,0,0,4
30974,8,4,0,0,183,0,0,0.01,0.52,2,0.01,0.38,0,0,1
97854,49,9,207,0,2,0,0,1,0,4,1,0,0,0,1
57661,49,5,0,0,241,1,1,0.04,0.05,9,0.04,0.05,1,1,0
102727,12,9,33,0,1,0,0,1,0,27,0.14,0.02,0,0,4
15194,12,9,17,17,15,0,0,1,0,237,0.93,0.01,0,0,4
57666,44,9,147,0,3,0,0,0.33,0.67,2,0.01,0.81,0,0,4
102801,54,9,125,235,1,0,0,1,0,89,0.3,0.69,0,0,4
41263,5,5,0,0,275,1,1,0.06,0.07,16,0.06,0.08,1,1,0
87270,49,9,105,146,7,0,0,0.14,0.29,227,0.89,0.01,0,0,4
33729,24,9,201,2215,6,0,0,1,0,255,1,0,0,0,4
81304,54,9,1205,335,1,0,0,1,0,219,0.98,0.05,0,0,4
39309,14,9,8,0,1,0,0,1,0,20,1,0,0,0,1
41371,24,9,264,261,5,0,0,1,0,18,1,0,0,0,4
120724,12,9,88,34,5,0,0,1,0,65,0.73,0.03,0,0,4
39750,31,5,0,0,134,1,1,0.16,0.04,21,0.08,0.05,1,1,0
33975,49,5,0,0,123,1,1,0.02,0.07,3,0.04,0.1,1,1,0
90249,15,9,1032,0,322,0,0,1,0,255,1,0,0,0,0
77970,30,1,0,0,97,0,0,0.04,0.08,4,0.02,0.06,0,0,0
63039,23,5,0,0,253,1,1,0.07,0.05,18,0.07,0.05,1,1,0
6814,26,5,0,0,275,1,1,0.08,0.05,23,0.09,0.07,1,1,0
11713,44,9,146,105,6,0.17,0,0.33,0.5,2,0.01,0.56,0,0,4
19387,24,9,213,259,21,0,0,1,0,255,1,0,0,0,4
42908,58,5,0,0,230,1,1,0.04,0.06,10,0.04,0.07,1,1,0
65157,24,9,217,283,2,0,0,1,0,255,1,0,0,0,4
21523,24,9,297,616,21,0,0,1,0,255,1,0,0,0,4
51972,54,9,1117,481,1,0,0,1,0,4,0.02,0.01,0,0,4
54209,49,1,0,0,2,0,0,0.5,1,1,0,0.4,0.18,0,1
106110,68,5,0,0,235,1,1,0.06,0.06,6,0.02,0.07,1,1,0
119550,20,9,641,0,2,0,0,1,0,44,0.18,0.13,0.03,0.02,4
30675,24,9,232,2299,16,0,0,1,0,255,1,0,0,0,4
84890,10,5,0,0,247,1,1,0.03,0.07,8,0.03,0.08,1,1,0
112698,12,9,45,133,191,0,0,0.99,0.01,47,0.59,0.03,0,0,4
90842,29,1,0,0,237,0,0,0.04,0.06,9,0.04,0.07,0,0,0
55075,63,2,0,0,119,0,0,0.03,0.07,4,0.02,0.07,0,0,0
45572,24,9,208,1053,27,0,0,1,0,255,1,0,0,0,4
58362,69,5,0,0,231,1,1,0.01,0.07,2,0.01,0.08,1,1,0
19022,20,9,12,0,2,0,0,1,0,67,0.3,0.15,0,0,4
94225,24,1,0,0,1,0,0,1,0,33,1,0,0,0,4
114928,14,9,8,0,1,0,0,1,0,209,1,0,0,0,1
32701,29,5,0,0,231,1,1,0.06,0.07,1,0,0.08,1,1,0
86951,23,1,0,0,150,0,0,0.07,0.08,10,0.04,0.07,0,0,0
14915,49,3,0,0,147,0.71,0.5,0.01,0.37,2,0.01,0.22,0.41,0.5,1
29280,12,9,134,45,301,0,0,1,0.01,157,0.83,0.01,0,0,4
13168,54,9,204880,332,1,0,0,1,0,64,0.52,0.02,0,0,4
98445,20,9,4316,0,6,0,0,1,0,79,0.32,0.03,0,0,4
104263,18,5,0,0,238,1,1,0.03,0.06,7,0.03,0.06,1,1,0
71360,14,9,8,0,1,0,0,1,0,70,1,0,0,0,1
105434,49,9,28,0,63,0,0,1,0,63,0.25,0.64,0.01,0,0
170,21,5,0,0,44,1,1,0.27,0.11,12,0.05,0.08,1,1,0
21199,42,5,0,0,203,1,1,0.01,0.06,13,0.05,0.07,1,1,0
30744,12,9,42,130,308,0,0,1,0.01,164,0.83,0.01,0,0,4
357,24,9,327,4482,4,0,0,1,0,255,1,0,0,0,4
77456,15,9,1480,0,1,0,0,1,0,5,0.33,0.67,0,0,0
23926,44,1,0,0,511,0.03,0,0,1,1,0,1,0.06,0,1
120640,60,9,119,1028,13,0,0,0.08,0.15,22,0.09,0.45,0.45,0.14,4
61742,49,5,0,0,75,1,1,0.01,0.07,10,0.04,0.07,1,1,0
23976,54,9,11214,1551,1,0,0,1,0,185,0.5,0.33,0,0,4
113289,24,9,220,593,2,0,0,1,0,255,1,0,0,0,4
88076,41,1,0,0,100,0,0,0.01,0.07,1,0,0.06,0,0,0
115442,28,5,0,0,132,1,1,0.1,0.06,5,0.02,0.08,1,1,0
125968,49,5,0,0,184,1,1,0.14,0.06,25,0.1,0.06,1,1,0
